0;0;0;0;land;false;unknown;0
1;143;197;242;land;false;desert;7
2;216;169;120;land;true;urban;1
3;249;240;173;land;false;desert;5
4;244;196;195;land;false;forest;3
5;186;100;245;land;false;jungle;3
6;244;177;159;land;false;forest;1
7;216;247;219;land;false;urban;1
8;189;244;141;land;false;hills;1
9;227;167;118;land;false;mountain;1
10;103;169;235;land;false;desert;7
11;246;212;116;land;false;forest;1
12;170;220;138;land;false;forest;1
13;219;180;207;land;false;mountain;1
14;49;233;222;land;false;plains;1
15;129;141;232;land;true;forest;5
16;176;181;184;land;false;urban;1
17;181;235;221;land;false;forest;1
18;113;195;200;land;false;forest;5
19;168;117;251;land;false;desert;5
20;200;212;175;land;false;plains;5
21;157;159;235;land;false;mountain;1
22;176;248;202;land;false;desert;7
23;252;218;152;land;false;plains;1
24;221;198;89;land;false;plains;1
25;239;74;229;land;true;hills;1
26;176;191;154;land;false;forest;1
27;254;242;149;land;false;marsh;6
28;100;247;250;land;false;forest;5
29;215;228;129;land;false;plains;3
30;248;154;224;land;false;desert;5
31;183;175;246;land;false;plains;1
32;175;107;240;land;false;desert;1
33;209;228;96;land;false;plains;2
34;156;174;185;land;false;plains;6
35;126;191;251;land;false;forest;5
36;175;217;126;land;true;plains;1
37;119;212;192;land;false;plains;1
38;203;163;248;land;false;desert;5
39;184;227;90;land;false;desert;7
40;190;224;123;land;true;plains;6
41;244;87;187;land;false;plains;3
42;231;101;222;land;false;desert;1
43;108;173;232;land;false;forest;1
44;251;131;215;land;false;plains;1
45;245;228;96;land;false;forest;1
46;218;47;244;land;false;jungle;3
47;93;199;219;land;false;forest;1
48;118;213;224;land;false;plains;5
49;235;154;113;land;true;plains;1
50;143;230;209;land;false;plains;5
51;233;195;177;land;true;marsh;6
52;182;232;115;land;false;desert;7
53;249;224;84;land;false;forest;2
54;216;146;205;land;false;forest;3
55;163;215;233;land;false;mountain;1
56;175;224;115;land;false;plains;1
57;169;133;218;land;false;forest;2
58;224;215;131;land;true;hills;5
59;113;236;221;land;false;plains;5
60;243;247;184;land;true;plains;6
61;240;235;63;land;false;forest;5
62;177;206;136;land;true;plains;1
63;186;233;151;land;false;forest;6
64;183;187;226;land;false;forest;2
65;236;252;96;land;false;plains;6
66;242;253;253;land;false;mountain;7
67;241;169;240;land;false;plains;5
68;187;204;137;land;false;hills;1
69;240;238;131;land;false;plains;5
70;147;171;190;land;false;forest;1
71;245;157;149;land;false;mountain;5
72;222;245;210;land;true;mountain;5
73;39;238;237;land;false;jungle;3
74;217;185;236;land;false;plains;5
75;170;234;247;land;false;desert;6
76;177;233;221;land;false;marsh;6
77;176;145;245;land;false;forest;5
78;174;243;114;land;false;desert;5
79;215;221;84;land;false;forest;3
80;101;205;229;land;false;desert;5
81;218;246;124;land;true;plains;2
82;189;206;195;land;false;jungle;3
83;74;224;231;land;false;desert;6
84;123;153;235;land;false;forest;5
85;250;144;173;land;false;plains;1
86;221;214;155;land;false;forest;1
87;234;240;214;land;true;mountain;2
88;230;96;209;land;false;forest;1
89;245;239;134;land;false;plains;2
90;169;169;206;land;false;desert;5
91;221;162;168;land;true;forest;2
92;213;203;148;land;false;desert;5
93;224;164;222;land;true;desert;3
94;177;138;208;land;false;plains;1
95;133;245;128;land;false;desert;5
96;217;220;74;land;false;forest;1
97;163;193;225;land;false;mountain;7
98;253;166;225;land;false;desert;5
99;76;193;249;land;false;desert;5
100;217;194;165;land;false;forest;6
101;135;221;181;land;false;forest;5
102;180;145;236;land;false;forest;1
103;246;242;239;land;false;jungle;3
104;112;233;171;land;false;desert;1
105;215;253;75;land;true;plains;5
106;151;156;238;land;false;jungle;5
107;198;185;241;land;false;forest;1
108;243;222;203;land;false;plains;1
109;153;192;227;land;false;desert;6
110;250;213;51;land;false;jungle;3
111;216;158;239;land;false;forest;1
112;183;157;202;land;false;plains;1
113;179;124;223;land;false;mountain;1
114;121;235;202;land;false;forest;1
115;246;184;171;land;false;hills;1
116;217;234;64;land;false;plains;1
117;241;193;166;land;false;desert;6
118;97;250;202;land;false;plains;1
119;247;209;254;land;false;forest;5
120;201;198;143;land;false;mountain;6
121;10;73;13;lake;false;plains;1
122;168;156;226;land;true;plains;2
123;109;243;196;land;true;plains;2
124;198;238;249;land;false;hills;1
125;212;198;113;land;false;forest;5
126;147;118;239;land;false;plains;5
127;192;204;241;land;false;forest;5
128;247;122;133;land;true;forest;2
129;144;245;169;land;false;marsh;6
130;194;187;221;land;true;mountain;3
131;186;187;209;land;true;mountain;1
132;223;232;119;land;false;jungle;5
133;175;172;181;land;true;jungle;5
134;248;162;181;land;false;desert;5
135;208;214;125;land;false;mountain;3
136;215;116;235;land;false;desert;5
137;188;75;253;land;false;jungle;3
138;173;192;190;land;true;plains;1
139;129;208;247;land;false;desert;6
140;158;138;240;land;false;plains;1
141;134;197;205;land;false;plains;3
142;199;144;244;land;false;forest;1
143;172;240;166;land;true;urban;1
144;101;206;249;land;false;plains;1
145;246;40;250;land;false;forest;5
146;179;204;181;land;false;forest;1
147;124;233;226;land;false;forest;5
148;243;195;123;land;false;desert;5
149;245;246;150;land;false;desert;7
150;220;42;248;land;false;forest;5
151;10;40;31;sea;false;ocean;0
152;231;183;212;land;false;plains;3
153;202;198;181;land;false;forest;1
154;187;133;245;land;false;forest;1
155;232;139;192;land;false;plains;5
156;242;38;254;land;true;mountain;3
157;237;233;204;land;false;forest;2
158;164;202;210;land;false;desert;1
159;175;215;169;land;true;plains;2
160;215;77;229;land;false;jungle;5
161;207;226;80;land;false;hills;1
162;178;203;202;land;false;mountain;1
163;204;245;62;land;false;forest;2
164;236;75;233;land;false;jungle;5
165;220;176;120;land;false;mountain;3
166;224;248;153;land;true;plains;2
167;242;117;254;land;false;plains;1
168;71;221;211;land;false;hills;1
169;219;223;74;land;false;desert;1
170;251;253;210;land;true;plains;1
171;131;237;159;land;false;desert;3
172;142;233;163;land;true;plains;2
173;136;247;191;land;false;mountain;7
174;249;76;220;land;true;plains;2
175;215;183;137;land;false;desert;5
176;217;167;180;land;false;forest;5
177;167;218;186;land;true;forest;3
178;144;151;221;land;false;desert;6
179;183;157;196;land;false;desert;7
180;120;228;215;land;false;desert;5
181;217;116;181;land;false;hills;2
182;107;185;217;land;false;desert;6
183;199;183;160;land;false;forest;1
184;202;252;203;land;false;jungle;3
185;163;252;94;land;false;plains;1
186;102;197;218;land;false;forest;5
187;226;117;158;land;false;desert;5
188;209;58;249;land;false;desert;6
189;251;154;125;land;false;forest;1
190;208;242;166;land;false;forest;1
191;169;212;174;land;false;desert;7
192;153;225;127;land;false;forest;3
193;253;225;89;land;true;forest;1
194;227;196;82;land;false;jungle;3
195;236;207;167;land;false;desert;6
196;120;197;220;land;false;forest;5
197;254;97;247;land;false;desert;5
198;188;194;227;land;false;hills;2
199;247;165;247;land;false;plains;1
200;199;141;239;land;true;plains;6
201;253;201;53;land;false;mountain;1
202;128;182;237;land;false;plains;2
203;206;205;196;land;false;jungle;3
204;132;253;168;land;false;desert;5
205;248;253;107;land;false;jungle;5
206;244;115;243;land;false;desert;5
207;151;198;190;land;false;jungle;3
208;124;188;238;land;true;plains;2
209;178;135;195;land;false;desert;6
210;16;50;7;sea;false;ocean;0
211;244;240;225;land;false;forest;1
212;27;252;241;land;false;desert;7
213;149;170;198;land;true;plains;1
214;254;167;198;land;false;forest;1
215;231;183;88;land;false;desert;7
216;45;249;242;land;false;mountain;3
217;150;188;215;land;false;forest;2
218;209;194;208;land;false;forest;1
219;205;121;238;land;false;desert;5
220;168;166;206;land;false;desert;5
221;244;225;109;land;false;jungle;3
222;252;34;232;land;false;forest;1
223;161;169;254;land;false;plains;1
224;247;235;41;land;true;forest;3
225;251;176;227;land;false;hills;7
226;156;216;238;land;true;plains;1
227;60;228;252;land;false;marsh;6
228;248;139;220;land;false;desert;5
229;148;180;226;land;false;forest;1
230;70;233;205;land;false;forest;5
231;200;246;181;land;true;plains;1
232;129;226;218;land;false;plains;2
233;90;204;208;land;false;forest;5
234;220;118;163;land;false;plains;2
235;202;192;227;land;false;desert;6
236;224;161;157;land;false;forest;1
237;172;214;160;land;false;plains;1
238;224;199;90;land;false;forest;5
239;80;216;225;land;false;forest;5
240;147;202;153;land;false;plains;3
241;228;166;184;land;false;mountain;1
242;236;100;184;land;false;plains;2
243;223;206;171;land;true;desert;6
244;205;190;132;land;false;plains;5
245;209;132;166;land;true;desert;6
246;172;238;224;land;false;forest;1
247;197;209;222;land;false;desert;7
248;237;27;254;land;false;desert;5
249;207;201;109;land;false;plains;1
250;148;212;176;land;false;forest;2
251;160;246;148;land;false;desert;7
252;248;219;249;land;true;forest;1
253;224;203;196;land;false;forest;1
254;207;198;206;land;false;jungle;3
