1;arms_factory;1593.00;13.40;849.00;2.27;0
1;arms_factory;1607.00;13.90;825.00;0.11;0
1;arms_factory;1594.00;12.73;851.00;2.78;0
1;arms_factory;1588.00;10.48;847.00;4.34;0
1;arms_factory;1588.00;10.65;848.00;2.17;0
1;arms_factory;1598.00;12.45;837.00;4.84;0
1;industrial_complex;1586.00;11.05;851.00;0.12;0
1;industrial_complex;1594.00;12.73;851.00;2.78;0
1;industrial_complex;1599.00;12.73;816.00;0.62;0
1;industrial_complex;1600.00;12.82;844.00;1.83;0
1;industrial_complex;1598.00;12.45;837.00;4.85;0
1;industrial_complex;1599.00;13.30;846.00;1.23;0
1;air_base;1591.79;11.40;839.44;5.35;0
1;naval_base;1583.00;9.50;825.00;-1.57;13106
1;naval_base;1586.00;9.50;816.00;-0.79;13106
1;naval_base;1584.00;9.50;838.00;-2.36;12338
1;naval_base;1592.00;9.50;812.00;-0.46;12030
1;naval_base;1590.00;9.50;813.00;-0.46;13106
1;naval_base;1584.00;9.50;832.00;-1.57;12338
1;naval_base;1585.00;9.50;834.00;-1.57;12338
1;naval_base;1587.00;9.50;844.00;-1.57;12338
1;naval_base;1583.00;9.50;846.00;-0.46;12338
1;bunker;1597.00;13.50;822.00;5.01;0
1;bunker;1599.00;14.13;825.00;2.85;0
1;bunker;1599.00;12.23;814.00;5.52;0
1;bunker;1590.00;12.35;851.00;0.79;0
1;bunker;1588.00;14.18;857.00;4.91;0
1;bunker;1587.00;9.70;837.00;1.29;0
1;bunker;1597.00;12.73;840.00;5.42;0
1;bunker;1592.00;13.30;846.00;5.52;0
1;bunker;1591.00;9.95;830.00;3.36;0
1;bunker;1597.00;12.70;844.00;6.03;0
1;bunker;1591.00;10.93;842.00;2.41;0
1;bunker;1594.00;10.43;813.00;3.96;0
1;bunker;1595.00;11.53;828.00;1.81;0
1;bunker;1588.00;9.82;823.00;3.02;0
1;bunker;1596.00;13.55;851.00;0.85;0
1;bunker;1595.00;13.30;853.00;3.87;0
1;bunker;1591.00;12.88;846.00;5.08;0
1;bunker;1602.00;12.73;815.00;2.92;0
1;bunker;1593.00;11.65;824.00;4.48;0
1;bunker;1588.00;9.70;838.00;0.86;0
1;bunker;1586.00;9.73;818.00;3.52;0
1;bunker;1590.00;11.28;816.00;1.36;0
1;bunker;1586.00;9.65;832.00;2.92;0
1;coastal_bunker;1593.00;9.50;807.00;-0.46;0
1;coastal_bunker;1584.00;9.50;822.00;-0.79;0
1;coastal_bunker;1591.00;9.50;812.00;0.32;0
1;coastal_bunker;1587.00;9.50;844.00;-1.57;0
1;coastal_bunker;1584.00;9.50;832.00;-1.57;0
1;coastal_bunker;1583.00;9.50;846.00;-0.46;0
1;coastal_bunker;1586.00;9.50;829.00;-2.36;0
1;coastal_bunker;1585.00;9.50;839.00;-2.36;0
1;coastal_bunker;1585.00;9.50;835.00;-1.57;0
1;dockyard;1583.00;9.50;846.00;-0.46;0
1;anti_air_building;1592.00;13.43;853.00;0.42;0
1;anti_air_building;1601.00;14.20;821.00;4.54;0
1;anti_air_building;1589.00;11.60;850.00;5.76;0
1;synthetic_refinery;1601.00;14.82;823.00;3.59;0
1;fuel_silo;1605.00;14.13;826.00;0.33;0
1;radar_station;1596.00;11.55;833.00;2.87;0
1;rocket_site;1606.00;13.75;827.00;5.65;0
1;nuclear_reactor;1589.00;11.60;850.00;2.04;0
2;arms_factory;1508.00;12.53;966.00;2.78;0
2;arms_factory;1506.00;11.13;972.00;4.34;0
2;arms_factory;1504.00;11.03;971.00;2.17;0
2;arms_factory;1504.00;11.75;968.00;4.84;0
2;arms_factory;1514.00;14.70;980.00;0.12;0
2;arms_factory;1503.00;14.32;955.00;2.78;0
2;industrial_complex;1501.00;14.13;953.00;0.62;0
2;industrial_complex;1503.00;12.05;945.00;1.83;0
2;industrial_complex;1495.00;14.00;949.00;4.85;0
2;industrial_complex;1501.00;12.85;965.00;1.23;0
2;industrial_complex;1509.00;12.80;938.00;5.35;0
2;industrial_complex;1486.00;13.35;964.00;0.28;0
2;air_base;1503.15;11.60;967.98;3.29;0
2;bunker;1488.00;13.35;956.00;1.13;0
2;bunker;1506.00;12.25;935.00;2.34;0
2;bunker;1523.00;11.82;976.00;0.18;0
2;bunker;1505.00;13.57;952.00;1.74;0
2;bunker;1514.00;11.68;974.00;4.40;0
2;bunker;1496.00;11.63;970.00;0.79;0
2;bunker;1500.00;13.60;963.00;4.91;0
2;bunker;1519.00;13.25;967.00;5.01;0
2;bunker;1504.00;11.25;970.00;2.85;0
2;bunker;1508.00;11.43;975.00;5.52;0
2;bunker;1490.00;13.75;963.00;0.79;0
2;bunker;1511.00;11.50;969.00;4.91;0
2;bunker;1503.00;12.63;947.00;1.29;0
2;bunker;1496.00;11.48;976.00;5.42;0
2;bunker;1512.00;12.93;950.00;5.52;0
2;bunker;1509.00;13.55;955.00;3.36;0
2;bunker;1485.00;13.80;963.00;6.03;0
2;bunker;1502.00;14.25;957.00;2.41;0
2;bunker;1507.00;11.13;975.00;3.96;0
2;bunker;1523.00;13.05;981.00;1.81;0
2;bunker;1493.00;13.35;959.00;3.02;0
2;bunker;1490.00;12.45;970.00;0.85;0
2;bunker;1507.00;13.45;964.00;3.87;0
2;bunker;1518.00;14.90;979.00;5.08;0
2;bunker;1503.00;14.32;955.00;2.92;0
2;bunker;1496.00;14.07;949.00;4.48;0
2;bunker;1499.00;12.90;938.00;0.86;0
2;bunker;1505.00;12.32;937.00;3.52;0
2;bunker;1510.00;12.15;941.00;1.36;0
2;bunker;1496.00;12.90;965.00;2.92;0
2;bunker;1506.00;11.20;971.00;5.59;0
2;bunker;1517.00;14.25;983.00;1.97;0
2;anti_air_building;1511.00;12.80;947.00;6.09;0
2;anti_air_building;1497.00;14.13;956.00;1.37;0
2;anti_air_building;1499.00;13.63;962.00;4.03;0
2;synthetic_refinery;1507.00;12.07;934.00;1.87;0
2;fuel_silo;1505.00;13.88;957.00;3.09;0
2;radar_station;1504.00;14.35;960.00;0.74;0
2;rocket_site;1499.00;13.90;949.00;2.48;0
2;nuclear_reactor;1496.00;12.50;967.00;5.15;0
3;arms_factory;1539.00;9.85;977.00;2.17;0
3;arms_factory;1539.00;10.32;964.00;4.84;0
3;arms_factory;1526.00;13.10;956.00;0.12;0
3;arms_factory;1539.00;10.28;965.00;2.78;0
3;arms_factory;1518.00;13.65;952.00;0.62;0
3;arms_factory;1538.00;10.68;973.00;1.83;0
3;industrial_complex;1518.00;14.10;953.00;4.85;0
3;industrial_complex;1537.00;9.93;980.00;1.23;0
3;industrial_complex;1514.00;13.55;939.00;5.35;0
3;industrial_complex;1534.00;10.90;957.00;0.28;0
3;industrial_complex;1519.00;13.55;962.00;3.29;0
3;industrial_complex;1529.00;13.57;963.00;1.13;0
3;air_base;1532.46;10.40;951.18;2.34;0
3;bunker;1527.00;11.10;952.00;0.18;0
3;bunker;1523.00;11.70;938.00;1.74;0
3;bunker;1537.00;11.20;969.00;4.40;0
3;bunker;1527.00;10.60;950.00;0.79;0
3;bunker;1541.00;10.05;964.00;4.91;0
