1;1223.00;10.20;1038.00;big
1;1270.00;10.05;1061.00;big
2;1240.00;11.62;1109.00;big
2;1224.00;12.82;1068.00;big
3;1207.00;11.53;1141.00;big
3;1196.00;12.73;1179.00;big
4;1156.00;9.85;1100.00;big
4;1135.00;9.95;1074.00;big
5;1351.00;9.80;1022.00;big
5;1375.00;9.60;1055.00;big
6;1417.00;9.80;1054.00;big
6;1441.00;9.50;1107.00;big
7;1454.00;11.28;980.00;big
7;1411.00;10.50;1007.00;big
8;1474.00;9.80;1049.00;big
8;1523.00;9.70;1065.00;big
9;1603.00;9.50;1298.00;big
9;1626.00;9.50;1197.00;big
10;1572.00;11.65;1363.00;big
10;1514.00;10.00;1216.00;big
11;1416.00;12.95;1226.00;big
11;1448.00;10.60;1303.00;big
12;1714.00;10.78;1415.00;big
12;1844.00;10.65;1409.00;big
13;1659.00;9.73;1270.00;big
13;1730.00;9.95;1290.00;big
14;2285.00;9.80;1199.00;big
14;2486.00;10.40;1197.00;big
15;1194.00;10.73;742.00;big
15;1190.00;11.07;746.00;big
16;1273.00;9.50;1210.00;big
16;1297.00;9.50;1141.00;big
17;1982.00;10.62;236.00;big
17;1876.00;16.70;309.00;big
18;1239.00;9.50;1002.00;big
18;1320.00;9.50;1038.00;big
19;1254.00;9.70;970.00;big
19;1308.00;10.23;985.00;big
20;1331.00;13.55;900.00;big
20;1365.00;9.70;907.00;big
21;1502.00;14.25;957.00;big
21;1422.00;11.85;929.00;big
22;1580.00;10.85;979.00;big
22;1514.00;12.25;1004.00;big
23;1456.00;10.57;886.00;big
23;1489.00;13.73;857.00;big
24;1537.00;12.05;904.00;big
24;1606.00;12.68;860.00;big
25;1627.00;12.15;785.00;big
25;1645.00;10.68;829.00;big
26;1671.00;10.07;877.00;big
26;1712.00;9.82;935.00;big
27;1641.00;14.62;935.00;big
27;1579.00;9.80;942.00;big
28;1873.00;13.03;724.00;big
28;1841.00;11.12;647.00;big
29;1490.00;9.50;719.00;big
29;1596.00;9.50;712.00;big
30;1878.00;9.50;861.00;big
30;1807.00;9.68;908.00;big
31;2479.00;11.70;433.00;big
31;2488.00;10.62;305.00;big
32;1042.00;9.50;249.00;big
32;1124.00;9.50;183.00;big
33;281.00;10.50;478.00;big
33;391.00;9.82;430.00;big
34;24.00;9.80;495.00;big
34;13.00;9.70;484.00;big
35;521.00;9.80;286.00;big
35;197.00;9.90;227.00;big
36;683.00;15.75;1518.00;big
36;542.00;14.80;1467.00;big
37;1641.00;10.35;1132.00;big
37;1689.00;10.40;1166.00;big
38;1616.00;9.95;1025.00;big
38;1593.00;9.80;1074.00;big
39;1961.00;9.80;1020.00;big
39;1972.00;9.90;978.00;big
40;2089.00;10.00;1213.00;big
40;1894.00;10.20;1244.00;big
41;1184.00;12.03;816.00;big
41;1258.00;13.38;827.00;big
42;1162.00;9.50;915.00;big
42;1225.00;9.50;904.00;big
43;1088.00;9.50;1172.00;big
43;1128.00;9.50;1018.00;big
44;890.00;9.50;1415.00;big
44;692.00;9.50;1366.00;big
45;1343.00;9.50;1445.00;big
45;1105.00;9.50;1366.00;big
46;1839.00;9.50;1464.00;big
46;2145.00;9.50;1482.00;big
47;1076.00;9.50;832.00;big
47;963.00;9.50;727.00;big
48;1010.00;9.50;582.00;big
48;1070.00;9.50;674.00;big
49;840.00;9.50;1166.00;big
49;970.00;9.50;945.00;big
50;487.00;9.50;1260.00;big
50;312.00;9.50;1455.00;big
51;683.00;9.50;561.00;big
51;824.00;9.50;662.00;big
52;1866.00;10.10;1088.00;big
52;1801.00;10.00;1091.00;big
53;299.00;9.50;610.00;big
53;105.00;9.50;656.00;big
54;236.00;9.50;1064.00;big
54;123.00;9.50;930.00;big
55;344.00;9.50;1090.00;big
55;371.00;10.50;1187.00;big
56;505.00;9.50;796.00;big
56;489.00;9.50;988.00;big
57;322.00;9.50;764.00;big
57;304.00;9.50;936.00;big
58;788.00;9.50;830.00;big
58;672.00;9.50;1090.00;big
59;441.00;9.50;524.00;big
59;557.00;9.50;414.00;big
60;2366.00;9.50;301.00;big
60;2329.00;9.50;453.00;big
61;927.00;9.50;329.00;big
61;896.00;9.50;444.00;big
62;1261.00;9.50;176.00;big
62;1371.00;9.50;88.00;big
63;735.00;9.50;290.00;big
63;739.00;9.50;102.00;big
64;1815.00;9.80;1014.00;big
64;1895.00;9.85;990.00;big
65;1159.00;15.80;643.00;big
65;1218.00;15.00;688.00;big
66;1066.00;9.50;49.00;big
66;937.00;9.50;112.00;big
67;1382.00;10.90;971.00;big
67;1348.00;10.20;960.00;big
68;1380.00;9.50;821.00;big
68;1302.00;9.57;792.00;big
69;1734.00;9.50;676.00;big
69;1798.00;11.20;719.00;big
70;2082.00;9.50;803.00;big
70;2060.00;9.50;891.00;big
71;2539.00;13.28;258.00;big
71;2546.00;9.50;362.00;big
72;1503.00;11.95;767.00;big
72;1531.00;13.30;821.00;big
73;1824.00;10.60;460.00;big
73;1747.00;11.10;279.00;big
74;2220.00;9.50;207.00;big
74;2209.00;9.50;53.00;big
75;1777.00;10.85;587.00;big
75;1809.00;10.53;525.00;big
76;1293.00;13.68;719.00;big
76;1367.00;11.98;723.00;big
77;1686.00;10.10;646.00;big
77;1598.00;9.82;649.00;big
79;1292.00;9.95;881.00;big
79;1288.00;9.80;928.00;big
80;1429.00;9.50;1188.00;big
80;1449.00;9.50;1122.00;big
81;1525.00;9.50;1114.00;big
81;1587.00;9.50;1119.00;big
82;2185.00;9.50;548.00;big
82;2094.00;9.50;563.00;big
83;1686.00;9.50;781.00;big
83;1674.00;10.98;723.00;big
84;166.00;10.50;1111.00;big
84;131.00;10.48;1067.00;big
85;1889.00;11.90;594.00;big
85;2055.00;10.30;463.00;big
86;1668.00;11.57;1472.00;big
86;1517.00;9.60;1407.00;big
87;2315.00;14.03;596.00;big
87;2448.00;16.35;693.00;big
88;1842.00;12.88;153.00;big
88;1803.00;12.90;47.00;big
89;1582.00;11.18;53.00;big
89;1673.00;11.23;135.00;big
90;1460.00;11.45;199.00;big
90;1583.00;10.65;257.00;big
91;1388.00;9.50;1319.00;big
91;1482.00;9.50;1433.00;big
92;1352.00;9.50;1179.00;big
92;1395.00;9.50;1127.00;big
93;72.00;9.50;764.00;big
93;49.00;9.50;859.00;big
94;1424.00;10.82;808.00;big
94;1424.00;12.98;852.00;big
95;1572.00;9.50;820.00;big
95;1499.00;9.50;890.00;big
96;55.00;9.50;1356.00;big
96;31.00;9.50;1473.00;big
97;1038.00;11.75;1401.00;big
97;988.00;11.90;1392.00;big
98;2420.00;9.70;513.00;big
98;2518.00;9.90;581.00;big
99;2469.00;11.40;957.00;big
99;2287.00;9.80;1039.00;big
100;1857.00;9.50;510.00;big
100;1923.00;9.50;418.00;big
101;2085.00;10.25;1401.00;big
101;2437.00;9.50;1427.00;big
102;2079.00;9.50;211.00;big
102;1971.00;9.50;68.00;big
103;2537.00;22.70;745.00;big
103;2278.00;13.70;697.00;big
104;2046.00;9.50;339.00;big
104;2185.00;9.50;415.00;big
105;1124.00;11.07;286.00;big
105;1250.00;10.55;275.00;big
106;2192.00;15.32;1058.00;big
106;2201.00;14.18;1239.00;big
107;30.00;9.50;462.00;big
107;23.00;9.50;388.00;big
108;2115.00;9.60;979.00;big
108;2189.00;9.70;847.00;big
109;85.00;9.50;56.00;big
109;30.00;9.50;194.00;big
110;1960.00;10.18;921.00;big
110;1902.00;9.70;916.00;big
111;1961.00;17.40;868.00;big
111;2016.00;11.50;802.00;big
112;1921.00;9.90;1084.00;big
112;2035.00;11.12;1114.00;big
113;1807.00;10.00;1245.00;big
113;1782.00;10.93;1168.00;big
114;1737.00;9.90;1084.00;big
114;1681.00;10.50;1067.00;big
115;1701.00;10.30;1003.00;big
115;1792.00;9.80;964.00;big
116;2165.00;13.70;606.00;big
116;2155.00;11.65;713.00;big
117;58.00;10.10;1000.00;big
117;9.00;9.70;829.00;big
118;1728.00;11.88;808.00;big
118;1856.00;15.57;797.00;big
119;1757.00;10.00;627.00;big
119;1803.00;11.03;631.00;big
120;1300.00;10.40;540.00;big
120;1658.00;10.03;585.00;big
121;109.00;10.05;1207.00;big
121;232.00;11.10;1364.00;big
122;1487.00;10.95;654.00;big
122;1433.00;10.80;708.00;big
123;2433.00;9.50;193.00;big
123;2489.00;9.50;70.00;big
124;1.00;10.60;1152.00;big
124;1.00;9.50;292.00;big
125;1953.00;9.80;699.00;big
125;2019.00;9.70;664.00;big
